,ID_nome_comum,fk_nome_cientifico
1741,1135,Saguinus bicolor
1742,1136,Saguinus bicolor
1743,1137,Callicebus barbarabrownae
1744,1138,Leontopithecus rosalia
1745,1139,Nemosia rourei
1746,1140,Tangara velia signata
1747,1141,Tangara cyanocephala cearensis
1748,1142,Tangara fastuosa
1749,1143,Tangara fastuosa
1750,1144,Atta robusta
1751,1145,Vireo gracilirostris
1752,1146,Mycteroperca bonaci
1753,1147,Adebrotus lugoi
1754,1147,Camelobaetidius juparana
1755,1147,Camelobaetidius maranhensis
1756,1147,Camelobaetidius spinosus
1757,1147,Hermanella amere
1758,1147,Hermanella nigra
1759,1148,Tigrisoma fasciatum
1760,1149,Tigrisoma fasciatum
1761,1150,Antilophia bokermanni
1762,1151,Achirus mucuri
1763,1152,Trogon collaris eytoni
1764,1153,Myrmecophaga tridactyla
1765,1154,Achirus mucuri
1766,1155,Scytalopus diamantinensis
1767,1156,Scytalopus novacapitalis
1768,1157,Scytalopus gonzagai
1769,1158,Hyporthodus niveatus
1770,1159,Megalops atlanticus
1771,1160,Typhochlaena curumim
1772,1160,Tmesiphantes hypogeus
1773,1160,Ybyrapora diversipes
1774,1160,Ybyrapora gamba
1775,1160,Typhochlaena seladonia
1776,1160,Dolichothele diamantinensis
1777,1161,Pterinopelma sazimai
1778,1162,Synallaxis infuscata
1779,1163,Tolypeutes tricinctus
1780,1164,Cacicus koepckeae
1781,1165,Fregata minor
1782,1166,Fregata trinitatis
1783,1167,Arremonops conirostris
1784,1168,Coryphaspiza melanotis
1785,1169,Calyptura cristata
1786,1170,Panthera onca
1787,1171,Pyrrhura perlata
1788,1172,Pyrrhura molinae
1789,1173,Pyrrhura amazonum
1790,1174,Pyrrhura leucotis
1791,1175,Pyrrhura griseipectus
1792,1176,Pyrrhura pfrimeri
1793,1177,Pyrrhura anerythra
1794,1178,Pyrrhura cruentata
1795,1179,Pyrrhura coerulescens
1796,1180,Conothraupis mesoleuca
1797,1181,Lophornis gouldii
1798,1182,Hylopezus whittakeri
1799,1183,Hylopezus paraensis
1800,1184,Chamaeza nobilis fulvipectus
1801,1185,Grallaria varia distincta
1802,1185,Grallaria varia intercedens
1803,1186,Narcine brasiliensis
1804,1187,Cichlocolaptes mazarbarnetti
1805,1188,Thalasseus acuflavidus
1806,1189,Sterna hirundinacea
1807,1190,Thalasseus maximus
1808,1191,Sterna dougallii
1809,1192,Carcharhinus longimanus
1810,1193,Carcharhinus longimanus
1811,1194,Sphyrna mokarran
1812,1195,Squatina argentina
1813,1196,Squatina occulta
1814,1197,Carcharhinus signatus
1815,1198,Rhincodon typus
1816,1199,Carcharodon carcharias
1817,1200,Carcharhinus perezi
1818,1201,Carcharhinus galapagensis
1819,1202,Notorynchus cepedianus
1820,1203,Carcharhinus perezi
1821,1204,Carcharhinus longimanus
1822,1205,Rhincodon typus
1823,1206,Carcharhinus plumbeus
1824,1207,Negaprion brevirostris
1825,1208,Ginglymostoma cirratum
1826,1209,Carcharias taurus
1827,1210,Sphyrna tiburo
1828,1210,Sphyrna tudes
1829,1210,Sphyrna zygaena
1830,1211,Sphyrna zygaena
1831,1212,Alopias superciliosus
1832,1212,Alopias vulpinus
1833,1213,Alopias superciliosus
1834,1213,Alopias vulpinus
1835,1214,Alopias superciliosus
1836,1215,Alopias vulpinus
1837,1216,Carcharhinus plumbeus
1838,1217,Carcharhinus signatus
1839,1218,Carcharhinus galapagensis
1840,1219,Carcharhinus galapagensis
1841,1220,Melipona rufiventris
1842,1221,Melipona rufiventris
1843,1222,Burhinus bistriatus
1844,1223,Cyphorhinus griseolateralis
1845,1224,Morphnus guianensis
1846,1225,Morphnus guianensis
1847,1226,Odontophorus capueira plumbeicollis
1848,1227,Ginglymostoma cirratum
1849,1228,Nyctibius leucopterus
1850,1229,Melipona scutellaris
1851,1230,Melipona rufiventris
1852,1231,Melipona capixaba
1853,1232,Melipona capixaba
1854,1233,Melipona scutellaris
1855,1234,Melipona capixaba
1856,1235,Melipona scutellaris
1857,1236,Amydetes bellorum
1858,1237,Xanthopsar flavus
1859,1238,Pseudobatos horkelii
1860,1238,Pseudobatos percellens
1861,1239,Sclerurus cearensis
1862,1240,Sclerurus macconnelli bahiae
1863,1241,Sclerurus caudacutus caligineus
1864,1241,Sclerurus caudacutus umbretta
1865,1242,Panthera onca
1866,1243,Terenura sicki
1867,1244,Mycteroperca interstitialis
1868,1245,Urubitinga coronata
